"AGREEMENT_RK","TARGET","CLIENT_ID","AGE","SOCSTATUS_WORK_FL","SOCSTATUS_PENS_FL","GENDER","CHILD_TOTAL","DEPENDANTS","PERSONAL_INCOME","LOAN_NUM_TOTAL","LOAN_NUM_CLOSED"
67020282,0,106815594,39,1,0,1,2,1,8000.0,3,2
66073745,0,106813612,25,1,0,1,0,0,8000.0,1,1
61445689,1,106807517,36,1,0,1,1,1,8000.0,1,1
62184409,0,106809183,47,1,0,1,0,0,8000.0,1,0
67223599,1,106816301,49,1,0,1,0,0,8000.0,1,0
66758482,0,106814747,27,1,0,1,1,1,8000.0,4,3
72280588,0,106817172,45,1,0,1,0,2,8000.0,1,0
64276802,0,106811733,36,1,0,0,2,2,8000.0,1,1
74478612,0,106818184,29,1,0,1,1,1,8000.0,5,4
74523457,0,106818308,43,1,0,0,2,1,8000.0,2,2
62390931,0,106809649,39,1,0,1,1,1,8000.0,1,0
67431684,0,106816810,50,1,0,1,1,0,8000.0,3,2
74520298,0,106818299,35,1,0,1,2,2,8000.0,2,2
61236073,0,106806630,38,1,0,1,1,1,8000.0,1,0
64280046,0,106811753,43,1,0,1,1,1,8000.0,1,1
63314195,0,106810910,57,1,1,1,5,0,8000.0,1,0
62029263,1,106808654,33,1,0,1,1,1,8000.0,1,0
62504498,0,106809984,34,1,0,1,1,1,8000.0,1,1
62366857,0,106809474,36,1,0,1,1,1,8000.0,1,0
62487505,0,106809853,37,1,0,0,2,2,8000.0,1,1
61421909,1,106807382,40,1,0,1,2,1,8000.0,1,0
59923386,0,106804471,22,1,0,0,1,0,8000.0,1,1
61154348,0,106806439,34,1,0,1,1,1,8000.0,1,1
66977631,0,106815522,27,1,0,1,0,0,8000.0,1,0
74540733,0,106818382,61,1,0,0,3,0,8000.0,1,1
66201379,0,106813898,23,1,0,1,0,0,8000.0,1,0
67142671,0,106815871,53,1,0,1,2,0,8000.0,3,2
66850948,0,106815085,48,1,0,1,1,1,8000.0,2,2
61165318,0,106806514,53,1,0,0,0,0,8000.0,1,0
67333910,0,106816611,38,1,0,1,2,2,8000.0,1,0
74983546,0,106819053,48,1,0,0,1,1,8000.0,3,3
63094160,0,106810827,36,1,0,1,1,1,8000.0,1,1
72301351,1,106817336,26,1,0,1,1,1,8000.0,1,0
66928007,1,106815445,27,1,0,0,2,2,8000.0,3,3
64454386,0,106812244,48,1,0,1,0,0,8000.0,1,0
66673106,0,106814465,52,1,0,1,2,0,8000.0,3,3
61860728,0,106808088,28,1,0,1,1,0,8000.0,1,0
75030528,0,106819303,38,1,0,0,2,2,8000.0,2,2
66598456,0,106814365,52,1,0,0,0,0,8000.0,4,4
61240105,0,106806668,24,1,0,1,0,0,8000.0,1,0
66777815,0,106814898,34,1,0,1,1,1,8000.0,2,2
63984655,0,106811583,41,1,0,1,2,0,8000.0,1,0
67423444,0,106816727,32,1,0,0,2,2,8000.0,1,0
65395889,0,106813302,24,1,0,1,0,0,8000.0,2,1
63103133,0,106810871,37,1,0,0,0,0,8000.0,1,1
67438965,0,106816866,62,0,1,1,1,0,8000.0,2,1
66516141,0,106814149,34,1,0,1,2,2,8000.0,3,3
61376397,0,106807241,29,1,0,1,2,2,8000.0,1,0
62146953,0,106809067,34,1,0,1,2,2,8000.0,1,0
74635270,0,106818511,48,1,0,1,1,0,8000.0,2,2
60468145,0,106805730,36,1,0,1,1,1,8000.0,1,1
62809164,1,106810461,55,1,0,1,0,0,8000.0,1,0
61845738,0,106808015,30,1,0,1,1,1,8000.0,1,0
62504101,0,106809981,28,1,0,1,1,1,8000.0,1,1
62504101,0,106809981,28,1,0,1,1,1,8000.0,1,1
61522884,0,106807765,46,1,0,1,0,0,8000.0,1,0
64589070,0,106812549,27,1,0,1,0,0,8000.0,1,1
62436302,0,106809719,46,1,0,1,2,0,8000.0,1,1
66924332,0,106815419,29,1,0,1,2,2,8000.0,1,0
64901726,0,106812920,64,0,1,1,1,0,8000.0,1,1
66856908,0,106815119,29,1,0,1,3,3,8000.0,2,1
59915564,0,106804414,54,1,0,1,2,0,8000.0,2,1
63631351,0,106811240,33,1,0,1,1,0,8000.0,2,1
61530126,0,106807826,40,1,0,1,0,0,8000.0,1,0
64421733,0,106812047,29,1,0,1,1,1,8000.0,1,0
66781935,0,106814928,51,1,0,1,0,0,8000.0,1,1
61426116,0,106807407,56,1,0,1,2,0,8000.0,1,0
63912087,0,106811464,23,1,0,0,1,1,8000.0,1,0
75272351,0,106819462,40,1,0,1,0,0,8000.0,1,1
60091172,0,106805032,53,1,0,1,3,0,8000.0,1,0
67419389,0,106816702,50,1,0,1,1,1,8000.0,2,1
72266955,0,106817088,61,0,1,1,3,0,8000.0,1,0
61526911,0,106807791,36,1,0,0,1,1,8000.0,1,1
63982395,0,106811557,32,1,0,1,1,1,8000.0,1,1
72286237,0,106817212,55,1,1,1,2,0,8000.0,1,0
73850000,0,106817628,58,0,1,1,0,0,8000.0,1,0
66698979,0,106814490,38,1,0,1,1,1,8000.0,5,5
66325360,0,106813960,38,1,0,1,1,1,8000.0,2,2
61917518,0,106808144,31,1,0,1,2,2,8000.0,1,1
59925843,0,106804495,57,0,1,1,0,0,8000.0,2,2
66083302,0,106813681,22,1,0,1,0,0,8000.0,1,1
61297979,0,106806911,24,1,0,0,0,0,8000.0,1,1
63104137,0,106810875,28,1,0,1,0,0,8000.0,1,0
75280767,0,106819514,30,1,0,0,1,1,8000.0,2,1
66906684,0,106815272,31,1,0,1,2,2,8000.0,1,1
72299841,0,106817328,25,1,0,1,0,0,8000.0,2,1
61843346,0,106807996,38,1,0,1,2,2,8000.0,1,0
62088718,0,106808843,47,1,0,1,2,0,8000.0,1,0
62613251,1,106810240,31,1,0,0,0,0,8000.0,1,0
73818413,0,106817369,47,1,0,1,2,0,8000.0,1,1
66201073,0,106813897,22,1,0,1,1,1,8000.0,1,0
59919255,0,106804443,30,1,0,0,1,1,8000.0,1,1
61288428,0,106806834,29,1,0,0,1,1,8000.0,1,0
62237690,0,106809262,49,1,0,1,2,0,8000.0,1,0
67434852,0,106816828,51,1,0,1,0,0,8000.0,1,0
74464450,0,106818098,56,0,1,1,1,0,8000.0,1,1
60389435,0,106805414,33,1,0,0,0,0,8000.0,1,0
65418279,0,106813426,23,1,0,1,0,0,8000.0,2,2
65417949,0,106813423,24,1,0,1,1,1,8000.0,1,1
64437097,0,106812143,33,1,0,0,2,2,8000.0,1,0
67021065,0,106815603,45,1,0,0,1,0,8000.0,2,2
67535728,0,106816945,37,1,0,1,2,2,8000.0,1,0
61427816,0,106807418,40,1,0,0,1,0,8000.0,1,0
67309317,0,106816428,45,1,0,1,0,0,8000.0,1,0
60392890,0,106805435,41,1,0,0,1,1,8000.0,1,1
61122719,0,106806251,43,1,0,1,0,0,8000.0,1,1
62508114,0,106810013,45,1,0,1,1,0,8000.0,1,1
67141539,0,106815861,44,1,0,1,1,1,8000.0,2,2
66526754,0,106814201,60,0,1,1,0,0,8000.0,2,2
61833902,0,106807937,45,1,0,1,0,0,8000.0,1,1
61516681,0,106807704,37,1,0,0,0,0,8000.0,1,0
74556612,0,106818472,49,1,0,1,2,1,8000.0,1,1
67142741,0,106815872,44,1,0,1,1,1,8000.0,2,1
62487820,0,106809856,60,0,1,0,0,0,8000.0,1,1
74022414,0,106817729,26,1,0,1,0,0,8000.0,1,0
61121878,0,106806242,23,1,0,0,0,1,8000.0,1,1
61316625,0,106807035,43,1,0,1,2,0,8000.0,1,0
67444532,0,106816898,56,0,1,1,2,0,8000.0,1,0
66751835,0,106814684,38,1,0,1,2,2,8000.0,4,3
64353616,0,106811886,27,1,0,1,1,1,8000.0,1,1
60450221,0,106805568,57,0,1,1,0,0,8000.0,1,0
61306068,0,106806961,62,0,1,1,2,0,8000.0,1,0
62951586,0,106810569,53,1,0,1,1,1,8000.0,1,0
61164819,1,106806511,41,1,0,1,2,2,8000.0,1,0
66314847,0,106813911,52,1,0,1,1,0,8000.0,2,2
67087901,0,106815785,52,1,0,1,3,0,8000.0,2,2
66919751,1,106815382,33,1,0,1,4,4,8000.0,2,1
74651336,0,106818613,33,1,0,1,2,2,8000.0,2,2
67531146,1,106816929,41,1,0,1,1,0,8000.0,1,0
63895589,1,106811349,26,1,0,0,0,0,8000.0,1,0
66830992,0,106814963,25,1,0,1,1,1,8000.0,3,2
62261070,0,106809436,36,1,0,1,1,1,8000.0,1,0
65404234,0,106813344,24,1,0,1,1,1,8000.0,1,1
66590814,0,106814327,31,1,0,1,2,2,8000.0,2,2
67216459,0,106816251,51,1,0,1,1,0,8000.0,2,1
61099547,0,106806021,53,1,0,1,4,0,8000.0,1,0
60051509,0,106804870,40,1,0,1,2,2,8000.0,1,0
62502923,0,106809970,39,1,0,1,0,0,8000.0,1,1
64596270,0,106812583,47,1,0,1,1,1,8000.0,2,1
61309454,0,106806984,53,1,0,1,2,2,8000.0,1,0
63984823,0,106811587,28,1,0,1,1,1,8000.0,1,1
62184112,0,106809182,52,1,0,0,0,0,8000.0,1,0
67445259,0,106816902,54,1,0,1,0,0,8000.0,2,1
67172029,0,106816102,40,1,0,1,1,1,8000.0,2,2
61071460,1,106805956,51,1,0,1,2,0,8000.0,1,1
62502667,0,106809965,31,1,0,1,1,1,8000.0,1,1
61867236,0,106808097,57,1,0,1,0,0,8000.0,1,0
66917883,0,106815363,40,1,0,0,3,3,8000.0,2,1
74188289,0,106817959,25,1,0,1,1,1,8000.0,1,1
66328025,0,106813974,39,1,0,1,2,2,8000.0,2,2
61120147,0,106806226,56,1,0,1,0,0,8000.0,1,1
62384711,0,106809605,35,1,0,1,1,1,8000.0,1,0
67435045,1,106816830,22,1,0,1,1,1,8000.0,1,0
64892924,0,106812862,64,0,1,1,0,0,8000.0,1,0
66412204,0,106814072,40,1,0,1,1,1,8000.0,3,3
75280531,0,106819508,45,1,0,1,1,0,8000.0,4,3
61958193,1,106808374,22,1,0,1,0,0,8000.0,1,0
67202088,0,106816150,22,1,0,1,0,0,8000.0,1,0
60452603,0,106805588,53,0,1,1,1,1,8000.0,1,0
74464079,0,106818093,49,1,0,1,5,2,8000.0,1,1
75277395,0,106819488,34,1,0,1,2,2,8000.0,1,0
67159094,0,106815994,37,1,0,0,2,2,8000.0,5,5
67314450,0,106816453,52,1,0,1,1,0,8000.0,1,0
59915402,0,106804411,28,1,0,1,1,1,8000.0,2,2
63334576,0,106811033,46,1,0,1,0,0,8000.0,1,0
62391040,0,106809651,35,1,0,0,1,1,8000.0,1,0
60047856,0,106804842,31,1,0,1,1,1,8000.0,1,0
62600771,0,106810132,42,1,0,1,0,0,8000.0,1,0
72298700,0,106817314,29,1,0,1,1,1,8000.0,1,0
66744431,0,106814624,57,1,0,1,0,0,8000.0,6,6
65395905,0,106813303,26,1,0,1,1,1,8000.0,1,1
60050977,0,106804865,25,1,0,0,0,0,8000.0,1,1
63001141,0,106810691,43,1,0,0,1,1,8000.0,1,0
62244002,0,106809300,29,1,0,0,0,0,8000.0,1,0
67328846,0,106816562,34,1,0,1,2,2,8000.0,1,0
75212200,0,106819437,52,1,0,1,0,0,8000.0,2,1
63892315,0,106811321,52,1,0,1,2,0,8000.0,1,0
66741258,0,106814605,36,1,0,1,1,1,8000.0,2,2
66829089,0,106814947,57,0,1,0,2,0,8000.0,1,1
64435734,0,106812135,34,1,0,1,1,0,8000.0,1,0
64467579,0,106812321,27,1,0,1,0,0,8000.0,1,0
64364506,0,106811947,64,0,1,1,0,0,8000.0,1,1
74557779,0,106818483,30,1,0,0,0,0,8000.0,1,1
67330923,0,106816580,48,1,0,1,2,0,8000.0,2,1
60107583,0,106805161,22,1,0,0,1,1,8000.0,1,0
60401459,0,106805483,61,1,1,0,0,0,8000.0,1,0
62480755,0,106809805,45,1,0,1,1,0,8000.0,1,1
62248789,0,106809340,61,0,1,1,0,0,8000.0,2,1
61044494,0,106805842,27,1,0,0,2,2,8000.0,1,1
66077511,0,106813638,26,1,0,1,1,1,8000.0,1,1
67138463,0,106815842,25,1,0,1,0,0,8000.0,3,2
66920614,1,106815390,34,1,0,1,1,1,8000.0,2,2
67008801,0,106815555,48,1,1,1,2,0,8000.0,2,2
75020193,0,106819234,44,1,0,1,0,0,8000.0,4,4
59927260,0,106804511,46,1,0,0,1,0,8000.0,1,1
65203757,0,106813062,24,1,0,0,0,0,8000.0,1,0
66858131,0,106815129,52,1,0,1,3,2,8000.0,2,2
67017126,0,106815580,28,1,0,1,2,2,8000.0,1,1
67164354,0,106816034,27,1,0,0,0,0,8000.0,2,2
65202911,0,106813058,55,1,1,1,0,0,8000.0,1,0
72274225,0,106817134,24,1,0,1,1,1,8000.0,1,0
64888822,0,106812835,51,1,0,1,3,0,8000.0,1,0
60090738,1,106805028,33,1,0,1,3,3,8000.0,1,0
62444658,0,106809773,41,1,0,1,0,1,8000.0,1,0
62263340,0,106809447,24,1,0,0,0,0,8000.0,1,0
60448884,0,106805554,54,1,0,1,2,0,8000.0,1,0
67311115,0,106816436,62,0,1,1,0,0,8000.0,2,1
62436579,0,106809722,40,1,0,1,2,2,8000.0,1,1
65503293,0,106813591,26,1,0,1,2,2,8000.0,1,1
64589021,1,106812548,36,1,0,1,3,1,8000.0,1,1
72283878,0,106817199,27,1,0,1,1,1,8000.0,1,0
61461540,0,106807625,56,1,0,1,0,0,8000.0,2,2
62018715,0,106808574,26,1,0,1,0,0,8000.0,1,0
65249480,0,106813231,35,1,0,0,1,1,8000.0,1,1
62233626,1,106809223,34,1,0,0,1,1,8000.0,1,0
74547086,0,106818413,53,0,1,1,2,0,8000.0,1,1
60395343,1,106805449,34,1,0,1,2,2,8000.0,1,0
64432687,0,106812115,33,1,0,0,2,2,8000.0,1,0
62260864,0,106809435,40,1,0,0,1,1,8000.0,1,0
67225086,0,106816312,24,1,0,1,1,1,8000.0,1,0
62074531,0,106808737,28,1,0,1,0,0,8000.0,1,0
67234624,0,106816397,22,1,0,1,0,0,8000.0,1,1
60383947,0,106805366,42,1,0,1,1,1,8000.0,1,0
61956133,0,106808358,56,1,0,1,1,0,8000.0,1,0
61374742,0,106807224,37,1,0,0,0,0,8000.0,2,2
75274108,0,106819470,60,0,1,0,2,0,8000.0,1,0
66979323,0,106815530,35,1,0,1,0,0,8000.0,1,0
66427847,0,106814118,37,1,0,1,1,1,8000.0,2,2
62256766,1,106809403,52,1,0,0,2,0,8000.0,1,0
74533896,0,106818359,23,1,0,1,0,0,8000.0,2,1
63891653,0,106811318,52,1,0,0,0,0,8000.0,1,0
61957373,0,106808364,23,1,0,1,0,0,8000.0,1,0
74983758,0,106819054,24,1,0,1,0,0,8000.0,1,1
72271941,1,106817116,28,1,0,1,1,1,8000.0,1,0
66915698,0,106815346,46,1,0,0,3,3,8000.0,3,3
67277071,0,106816409,39,1,0,1,2,2,8000.0,2,2
60054204,0,106804897,51,1,0,0,1,0,8000.0,1,0
60054204,0,106804897,51,1,0,0,1,0,8000.0,1,0
66325029,0,106813954,41,1,0,1,0,0,8000.0,2,2
59929197,0,106804536,51,1,0,1,2,0,8000.0,2,1
73823621,0,106817396,25,1,0,0,0,0,8000.0,1,1
61846885,1,106808023,24,1,0,0,1,1,8000.0,1,0
61971675,0,106808498,56,0,1,0,3,0,8000.0,1,0
72286461,0,106817213,64,0,1,1,1,0,8000.0,1,0
66670922,0,106814456,30,1,0,1,1,1,8000.0,2,2
61923295,0,106808201,35,1,0,1,1,1,8000.0,2,1
65419253,1,106813434,36,1,0,1,2,2,8000.0,1,1
61164177,0,106806506,33,1,0,1,1,1,8000.0,1,1
62947590,1,106810559,26,1,0,0,2,2,8000.0,1,0
61917836,0,106808150,32,1,0,1,1,1,8000.0,1,1
64438741,0,106812151,60,0,1,1,0,0,8000.0,1,1
62364746,0,106809461,42,1,0,1,1,1,8000.0,1,0
63899717,0,106811374,30,1,0,1,2,2,8000.0,2,0
61231460,0,106806590,50,1,0,1,1,0,8000.0,1,0
63278794,0,106810895,32,1,0,1,1,1,8000.0,1,1
62780477,0,106810364,61,0,1,0,0,0,8000.0,1,1
62768870,0,106810326,30,1,0,0,0,0,8000.0,1,0
66974539,0,106815505,26,1,0,1,2,2,8000.0,1,0
74552320,0,106818446,64,0,1,1,3,0,8000.0,1,1
65488796,0,106813512,54,0,1,0,0,0,8000.0,1,1
60455694,0,106805612,52,1,0,1,2,0,8000.0,1,0
61120299,0,106806228,45,1,0,0,2,2,8000.0,1,1
65238955,1,106813187,46,1,0,1,4,4,8000.0,2,2
75025699,0,106819276,31,1,0,1,1,1,8000.0,3,2
62242676,0,106809290,30,1,0,1,1,1,8000.0,1,0
66189539,0,106813774,26,1,0,1,0,0,8000.0,1,0
74561890,0,106818506,57,0,1,1,2,0,8000.0,1,1
66918459,0,106815369,55,1,0,0,0,0,8000.0,1,1
62384044,0,106809598,29,1,0,0,2,2,8000.0,1,0
66194488,0,106813815,52,0,1,0,1,0,8000.0,1,0
73840661,0,106817537,42,1,0,1,3,1,8000.0,1,0
66964294,0,106815456,26,1,0,1,1,1,8000.0,1,1
66413872,0,106814083,37,1,0,0,2,2,8000.0,3,3
63323147,0,106810977,45,1,0,1,2,0,8000.0,1,1
66782305,0,106814930,30,1,0,1,1,1,8000.0,1,1
65410698,0,106813368,22,1,0,1,0,0,8000.0,1,1
62431146,0,106809679,33,1,0,1,0,0,8000.0,1,1
63918518,0,106811517,55,0,1,1,0,0,8000.0,1,0
66967078,0,106815467,34,1,0,1,2,2,8000.0,1,0
61311674,0,106807002,42,1,0,1,2,1,8000.0,1,0
60097445,0,106805086,57,0,1,1,2,0,8000.0,1,0
74662173,0,106818699,45,1,0,1,1,0,8000.0,3,2
66199928,0,106813880,24,1,0,1,0,0,8000.0,1,0
75288884,0,106819566,64,0,1,1,0,0,8000.0,1,0
66674190,0,106814475,31,1,0,1,1,1,8000.0,2,2
74032072,1,106817781,24,1,0,1,0,0,8000.0,1,0
60112642,0,106805202,43,1,0,1,1,1,8000.0,1,0
74637485,0,106818525,38,1,0,0,0,0,8000.0,2,1
66527674,0,106814207,47,1,0,1,1,1,8000.0,2,2
74655221,0,106818644,25,1,0,1,1,1,8000.0,2,1
61251579,0,106806766,40,1,0,1,2,1,8000.0,1,0
61520190,0,106807738,49,1,0,0,0,0,8000.0,1,0
67081558,0,106815739,37,1,0,1,1,1,8000.0,1,1
64440062,0,106812165,55,0,1,1,1,0,8000.0,1,1
74481535,0,106818204,35,1,0,1,2,2,8000.0,3,3
66078255,0,106813647,25,1,0,1,0,0,8000.0,1,1
62388070,0,106809628,41,1,0,1,1,1,8000.0,1,0
67313169,0,106816444,39,1,0,1,1,1,8000.0,1,0
65204387,0,106813068,32,1,0,1,2,0,8000.0,1,0
61934565,0,106808285,43,1,0,1,0,0,8000.0,1,1
59930152,0,106804545,34,1,0,0,1,1,8000.0,1,1
67549749,0,106817047,24,1,0,1,0,0,8000.0,1,0
61228699,0,106806563,38,1,0,0,2,3,8000.0,1,0
67321756,0,106816513,60,0,1,1,3,0,8000.0,1,0
66423488,0,106814106,31,1,0,0,1,1,8000.0,2,2
75289810,0,106819578,37,1,0,1,1,1,8000.0,1,0
62131997,0,106808938,43,1,0,1,1,1,8000.0,1,0
62249804,0,106809348,60,1,1,1,2,0,8000.0,2,1
64559659,0,106812435,32,1,0,1,2,2,8000.0,1,0
67175137,0,106816130,59,1,0,1,2,0,8000.0,2,2
66829433,0,106814950,43,1,0,1,0,0,8000.0,4,3
64830573,1,106812680,57,0,1,0,0,0,8000.0,1,0
64602100,0,106812620,41,1,0,1,5,4,8000.0,2,2
64602100,0,106812620,41,1,0,1,5,4,8000.0,2,2
67167160,0,106816056,58,1,0,1,1,1,8000.0,3,2
61028608,0,106805814,65,0,1,1,0,0,8000.0,1,1
74643652,0,106818555,32,1,0,1,1,1,8000.0,1,1
67315211,0,106816458,37,1,0,1,2,2,8000.0,1,0
74650808,0,106818611,49,1,0,1,2,0,8000.0,1,1
66538005,0,106814275,34,1,0,1,1,1,8000.0,2,2
66832263,0,106814976,56,1,0,1,0,0,8000.0,4,4
64360607,0,106811922,61,0,1,1,3,0,8000.0,1,0
74989962,0,106819095,27,1,0,1,1,1,8000.0,1,1
64894842,0,106812878,58,0,1,1,0,0,8000.0,1,0
75280764,0,106819513,53,1,0,1,0,0,8000.0,2,1
66762182,1,106814773,50,1,0,1,2,0,8000.0,5,4
60448426,0,106805543,52,1,0,1,2,0,8000.0,1,0
64849181,0,106812801,57,1,0,0,0,0,8000.0,1,0
74483965,0,106818225,50,1,0,1,2,0,8000.0,1,1
61844788,1,106808009,41,1,0,1,1,1,8000.0,1,0
61844788,1,106808009,41,1,0,1,1,1,8000.0,1,0
67331799,0,106816584,49,1,0,1,0,0,8000.0,1,0
62079211,0,106808778,38,1,0,1,1,0,8000.0,1,0
62379687,0,106809571,64,0,1,1,2,0,8000.0,1,0
61972938,1,106808504,58,1,0,0,2,0,8000.0,1,0
60463023,0,106805687,32,1,0,1,1,1,8000.0,1,0
61307577,0,106806973,63,0,1,1,0,0,8000.0,1,1
62494144,1,106809910,51,0,1,1,1,1,8000.0,1,1
62187632,0,106809210,34,1,0,1,1,1,8000.0,1,0
66745945,0,106814637,28,1,0,0,1,0,8000.0,4,3
67143436,0,106815875,31,1,0,1,2,2,8000.0,2,2
63921417,0,106811537,61,1,1,1,0,0,8000.0,1,0
66332814,0,106814008,53,1,0,1,2,0,8000.0,3,3
61147517,0,106806391,47,1,0,0,2,2,8000.0,1,0
62131214,0,106808931,30,1,0,1,1,1,8000.0,1,0
64421096,0,106812040,45,1,0,1,0,0,8000.0,1,0
61077193,0,106805981,27,1,0,0,1,1,8000.0,1,1
66414026,0,106814084,57,0,1,1,0,0,8000.0,2,2
65417239,0,106813413,24,1,0,1,0,0,8000.0,1,1
65419977,0,106813441,22,1,0,1,1,1,8000.0,1,1
63313395,0,106810903,34,1,0,0,0,0,8000.0,1,0
62076393,0,106808753,31,1,0,1,1,1,8000.0,1,0
65420648,0,106813450,24,1,0,1,0,1,8000.0,2,2
74986795,0,106819077,36,1,0,1,0,0,8000.0,1,1
66518301,0,106814157,27,1,0,1,1,1,8000.0,2,2
62018787,0,106808575,28,1,0,1,1,1,8000.0,1,0
74657405,0,106818667,55,0,1,1,0,0,8000.0,4,3
60378672,0,106805315,27,1,0,1,1,1,8000.0,1,0
75277755,0,106819493,50,1,0,1,2,0,8000.0,1,0
62799753,0,106810420,62,0,1,1,1,0,8000.0,1,0
60531676,0,106805802,40,1,0,1,2,1,8000.0,1,1
62433643,0,106809696,38,1,0,1,2,2,8000.0,1,0
62770803,0,106810339,30,1,0,0,1,1,8000.0,1,0
63626294,0,106811216,45,1,0,1,1,0,8000.0,1,1
64466322,0,106812312,60,0,1,1,0,0,8000.0,1,0
66756236,0,106814731,64,0,1,1,2,0,8000.0,2,1
67332368,0,106816593,51,1,0,1,0,0,8000.0,1,0
62232633,0,106809214,56,1,0,1,1,0,8000.0,2,1
74478452,0,106818182,37,1,0,0,0,0,8000.0,2,2
67311077,0,106816435,26,1,0,1,1,1,8000.0,1,0
59960027,0,106804654,50,0,1,1,0,0,8000.0,1,1
67088057,0,106815787,50,1,0,0,2,0,8000.0,2,2
75281821,0,106819524,41,1,0,0,3,0,8000.0,1,0
64585042,0,106812527,23,1,0,1,0,0,8000.0,1,1
61358401,0,106807097,45,1,0,0,2,1,8000.0,1,0
67016055,0,106815578,34,1,0,1,2,2,8000.0,2,2
61450803,0,106807552,36,1,0,1,0,0,8000.0,1,0
65219301,1,106813136,63,0,1,1,3,0,8000.0,1,0
64429730,0,106812103,28,1,0,1,1,1,8000.0,1,0
74485439,0,106818236,55,1,0,1,0,0,8000.0,3,2
67416468,0,106816687,46,1,0,1,2,1,8000.0,1,0
73840454,0,106817535,24,1,0,1,0,0,8000.0,1,0
61358128,0,106807095,62,1,1,0,1,0,8000.0,1,0
66855187,0,106815111,29,1,0,0,1,1,8000.0,4,4
60048087,0,106804845,37,1,0,1,1,1,8000.0,1,0
66314475,0,106813908,36,1,0,1,2,2,8000.0,4,4
64433704,0,106812122,27,1,0,1,1,1,8000.0,1,0
62434140,0,106809700,34,1,0,0,1,1,8000.0,1,0
63005048,0,106810725,46,1,0,1,1,1,8000.0,1,0
75029780,0,106819300,51,1,0,0,1,1,8000.0,2,2
61936965,0,106808305,46,1,0,1,2,0,8000.0,1,1
61357427,0,106807087,36,1,0,1,1,1,8000.0,1,0
66836648,1,106814995,54,1,0,1,3,0,8000.0,2,1
66076118,0,106813628,25,1,0,1,1,1,8000.0,1,1
67320428,0,106816500,48,1,0,0,0,0,8000.0,2,1
67438648,0,106816862,63,0,1,0,5,0,8000.0,1,0
63106532,0,106810889,34,1,0,1,1,1,8000.0,1,1
62492682,0,106809900,54,1,0,0,0,0,8000.0,1,1
64467979,0,106812326,58,1,1,1,2,0,8000.0,1,0
64334414,0,106811781,40,1,0,1,2,0,8000.0,1,1
66756793,0,106814734,38,1,0,1,1,1,8000.0,2,2
66927449,0,106815438,58,1,0,0,0,0,8000.0,1,0
67233569,0,106816388,25,1,0,1,2,2,8000.0,2,2
61255113,0,106806795,24,1,0,1,0,0,8000.0,1,0
74548063,0,106818420,48,1,0,1,0,0,8000.0,2,1
65414256,0,106813389,23,1,0,1,1,1,8000.0,1,1
64361901,0,106811928,46,1,0,1,2,0,8000.0,1,0
66426469,0,106814113,55,0,1,1,0,0,8000.0,2,2
65480922,0,106813491,24,1,0,1,0,0,8000.0,2,2
74991053,0,106819102,56,0,1,1,0,0,8000.0,2,1
59963728,1,106804675,39,1,0,0,2,1,8000.0,1,0
64373285,0,106812004,29,1,0,1,1,1,8000.0,1,0
67428679,0,106816781,43,1,0,1,2,0,8000.0,2,1
64839970,0,106812739,27,1,0,1,1,1,8000.0,1,0
62186860,0,106809206,39,1,0,1,0,0,8000.0,1,0
62186860,0,106809206,39,1,0,1,0,0,8000.0,1,0
65500860,0,106813574,63,1,0,1,1,0,8000.0,1,1
62021379,0,106808591,47,1,0,1,1,1,8000.0,1,0
67146126,0,106815899,46,1,0,1,1,1,8000.0,2,2
64432900,0,106812116,25,1,0,0,0,0,8000.0,1,0
73836003,0,106817500,24,1,0,0,0,0,8000.0,2,1
74957649,0,106818991,43,1,0,1,0,0,8000.0,6,6
61517587,0,106807713,50,1,0,0,3,1,8000.0,1,0
59963503,0,106804673,48,1,0,1,2,0,8000.0,1,1
61963016,0,106808431,25,1,0,0,0,0,8000.0,1,1
61964923,0,106808455,45,1,0,1,4,4,8000.0,1,0
61429639,0,106807438,41,1,0,1,1,1,8000.0,3,3
62014480,0,106808538,29,1,0,1,1,1,8000.0,1,0
66926247,0,106815430,31,1,0,1,2,2,8000.0,2,1
62800005,0,106810422,22,1,0,0,0,0,8000.0,1,0
67148666,0,106815917,51,0,1,1,2,0,8000.0,2,2
62081562,0,106808797,37,1,0,1,2,1,8000.0,1,0
62372372,0,106809521,46,1,0,1,2,0,8000.0,1,0
67097280,0,106815834,38,1,0,0,1,1,8000.0,2,1
61382161,0,106807287,40,1,0,0,0,0,8000.0,3,2
67028688,0,106815655,62,1,0,1,0,0,8000.0,1,1
73839278,0,106817521,37,1,0,1,2,2,8000.0,1,1
67160348,0,106816002,63,0,1,1,2,0,8000.0,6,6
64599470,0,106812605,47,1,0,1,2,2,8000.0,1,1
60083776,0,106804980,59,1,0,1,1,0,8000.0,1,0
66537516,0,106814271,53,1,0,1,1,0,8000.0,3,3
60060331,0,106804951,60,1,0,0,5,0,8000.0,1,0
62080605,0,106808784,22,1,0,0,1,1,8000.0,1,0
67321347,0,106816505,35,1,0,0,2,2,8000.0,3,2
64459805,1,106812271,31,1,0,1,1,1,8000.0,1,0
63588718,0,106811073,51,1,0,0,2,2,8000.0,1,0
74531681,0,106818347,30,1,0,0,1,1,8000.0,4,4
